OBJECTID;DT_MAJ_GDUNO;CD_ORGNS;NOM_COURT;NOM_OFFCL;ADRS_GEO_L1_GDUNO;ADRS_GEO_L2_GDUNO;CD_MUNCP;NOM_MUNCP;STAT_MUNCP;CD_POSTL_GDUNO;TYPE_ORGNS;RESEAU;SITE_WEB;COORD_X_LL84;COORD_Y_LL84;ORDRE_ENS;STYLE_CART
3653;20200706;906090;Centre en électrochimie et tech. envi.;Centre national en électrochimie et en technologies environnementales inc.;2263, avenue du Collège;;36033;Shawinigan;V;G9N6V8;Centre collégial de transfert de technologie;Public;http://www.cnete.qc.ca/;-72.752777;46.563624;Collégial;1_Public
3654;20200706;907001;Cégep de Drummondville;Cégep de Drummondville;960, rue Saint-Georges;;49058;Drummondville;V;J2C6A2;Cégep;Public;http://www.cegepdrummond.ca;-72.505978;45.873671;Collégial;1_Public
3655;20200706;907002;Cégep de Sorel-Tracy;Cégep de Sorel-Tracy;3000, boulevard de Tracy;;53052;Sorel-Tracy;V;J3R5B9;Cégep;Public;http://www.cegepst.qc.ca/;-73.148841;46.014691;Collégial;1_Public
3656;20200706;907003;Cégep de St-Hyacinthe;Cégep de St-Hyacinthe;3000, avenue Boullé;;54048;Saint-Hyacinthe;V;J2S1H9;Cégep;Public;http://www.cegepsth.qc.ca/;-72.974946;45.617513;Collégial;1_Public
3657;20200706;907031;Cintech agroalimentaire;Cintech agroalimentaire;3224, rue Sicotte;;54048;Saint-Hyacinthe;V;J2S2M2;Centre collégial de transfert de technologie;Public;http://www.cintech.ca/;-72.967748;45.618869;Collégial;1_Public
3658;20200706;907032;Groupe CTT inc.;Groupe CTT inc.;3000, avenue Boullé;;54048;Saint-Hyacinthe;V;J2S1H9;Centre collégial de transfert de technologie;Public;http://www.gcttg.com;-72.974946;45.617513;Collégial;1_Public
3659;20200706;907091;CCTT en écologie industrielle;Centre de transfert technologique en écologie industrielle, centre J-E. Simard;3005, boul. de Tracy;;53052;Sorel-Tracy;V;J3R1C2;Centre collégial de transfert de technologie;Public;www.cttei.qc.ca;-73.150355;46.016232;Collégial;1_Public
3660;20200706;907192;Centre collégial d'expertise en géronto;Centre collégial d'expertise en gérontologie;960, rue Saint-Georges;;49058;Drummondville;V;J2C6A2;Centre collégial de transfert de technologie;Public;www.cceg.cegepdrummond.ca;-72.505977;45.873671;Collégial;1_Public
3661;20200706;908000;Cégep Saint-Jean-sur-Richelieu;Cégep Saint-Jean-sur-Richelieu;30, boulevard du Séminaire Nord;;56083;Saint-Jean-sur-Richelieu;V;J3B5J4;Cégep;Public;http://www.cstjean.qc.ca/;-73.269883;45.297645;Collégial;1_Public
3662;20200706;908002;St-Jean-sur-Richelieu (anglophone);Cégep St-Jean-sur-Richelieu (militaire anglophone);15, rue Jacques-Cartier Nord;;56083;Saint-Jean-sur-Richelieu;V;J3B8R8;Centre d'enseignement;Public;http://www.cstjean.qc.ca/;-73.252857;45.295666;Collégial;1_Public
3663;20200706;908003;St-Jean-sur-Richelieu (francophone);Cégep Saint-Jean-sur-Richelieu (militaire francophone);15, rue Jacques-Cartier Nord;;56083;Saint-Jean-sur-Richelieu;V;J3B8R8;Centre d'enseignement;Public;http://www.cstjean.qc.ca;-73.252857;45.295666;Collégial;1_Public
3664;20200706;909000;Cégep Édouard Montpetit;Cégep Édouard Montpetit;945, chemin de Chambly;;58227;Longueuil;V;J4H3M6;Cégep;Public;http://www.cegepmontpetit.ca;-73.494198;45.53559;Collégial;1_Public
3665;20200706;909001;École nationale d'aérotechnique;École nationale d'aérotechnique;5555, rue de l'ÉNA;;58227;Longueuil;V;J3Y8Y9;Centre d'enseignement;Public;http://ena.cegepmontpetit.ca;-73.419651;45.522376;Collégial;1_Public
3666;20200706;909003;École nation. aérotechni. (anglo.);École nationale d'aérotechnique (anglophone);5555, rue de l'ÉNA;;58227;Longueuil;V;J3Y8Y9;Centre d'enseignement;Public;http://ena.cegepmontpetit.ca;-73.419651;45.522376;Collégial;1_Public
3667;20200706;909090;Centre en aérospatiale;Centre technologique en aérospatiale C.T.A.;5555, rue de l'ÉNA;;58227;Longueuil;V;J3Y8Y9;Centre collégial de transfert de technologie;Public;http://www.aerospatiale.org;-73.419651;45.522376;Collégial;1_Public
3668;20200706;910000;Cégep rég.  Lanaudière à Joliette;Cégep régional de Lanaudière à Joliette;20, rue Saint-Charles Sud;;61025;Joliette;V;J6E4T1;Collège constituant;Public;http://www.cegep-lanaudiere.qc.ca;-73.435402;46.02699;Collégial;1_Public
3669;20200706;911000;Cégep Lionel Groulx;Cégep Lionel Groulx;100, rue Duquet;;73010;Sainte-Thérèse;V;J7E3G6;Cégep;Public;http://www.clg.qc.ca/;-73.842852;45.642574;Collégial;1_Public
3670;20200706;911090;Centre d'innovation en microélectronique;Centre d'innovation en microélectronique du Québec (CIMEQ);150, rue Duquet;;73010;Sainte-Thérèse;V;J7E5B3;Centre collégial de transfert de technologie;Public;http://www.cimeq.qc.ca;-73.842503;45.644211;Collégial;1_Public
3671;20200706;912000;Cégep de Saint-Laurent;Cégep de Saint-Laurent;625, avenue Sainte-Croix;;66023;Montréal;V;H4L3X7;Cégep;Public;http://www.cegepsl.qc.ca/;-73.671798;45.512841;Collégial;1_Public
3672;20200706;912090;Centre des technologies de l'eau;Centre des technologies de l'eau;696, avenue Sainte-Croix;2e étage;66023;Montréal;V;H4L3Y2;Centre collégial de transfert de technologie;Public;www.cegep-st-laurent.qc.ca;-73.674459;45.51254;Collégial;1_Public
3673;20200706;912091;Centre rech. et inn. art et eng. social;Centre de recherche et d'innovation en art et en engagement social;625, avenue Sainte-Croix;;66023;Montréal;V;H4L3X7;Centre collégial de transfert de technologie;Public;;-73.671798;45.512841;Collégial;1_Public
3674;20200706;913000;Cégep d'Ahuntsic;Cégep d'Ahuntsic;9155, rue Saint-Hubert;;66023;Montréal;V;H2M1Y8;Cégep;Public;http://www.collegeahuntsic.qc.ca/;-73.64214;45.552313;Collégial;1_Public
3675;20200706;913090;Institut des communications graphiques;Institut des communications graphiques et de l'imprimabilité;999, avenue Émile-Journault Est;;66023;Montréal;V;H2M2E2;Centre collégial de transfert de technologie;Public;http://www.icgq.qc.ca/;-73.640199;45.551505;Collégial;1_Public
3676;20200706;914000;Cégep de Bois-de-Boulogne;Cégep de Bois-de-Boulogne;10555, avenue de Bois-de-Boulogne;;66023;Montréal;V;H4N1L4;Cégep;Public;http://www.bdeb.qc.ca/;-73.674901;45.537301;Collégial;1_Public
3677;20200706;914090;Centre coll. intelligence artificielle;JACOBB - Centre d'intelligence artificielle appliquée;10555, avenue de Bois-de-Boulogne;;66023;Montréal;V;H4N1L4;Centre collégial de transfert de technologie;Public;;-73.674901;45.537301;Collégial;1_Public
3678;20200706;915000;Cégep de Rosemont;Cégep de Rosemont;6400, 16e Avenue;;66023;Montréal;V;H1X2S9;Cégep;Public;http://www.crosemont.qc.ca/;-73.582151;45.557069;Collégial;1_Public
3679;20200706;915001;Cégep à distance (Rosemont);Cégep à distance;6300, 16e Avenue;;66023;Montréal;V;H1X2S9;Établissement d'enseignement;Public;http://www.cegepadistance.ca;-73.580532;45.557437;Collégial;1_Public
3680;20200706;915002;Cégep à distance (Rosemont);Cégep à distance international;6300, 6e Avenue;;66023;Montréal;V;H1X2S9;Établissement d'enseignement;Public;http://www.cegepadistance.ca;-73.580532;45.557437;Collégial;1_Public
3681;20200706;915003;Cégep à distance (Rosemont);Cégep à distance (anglophone);6300, 16e Avenue;;66023;Montréal;V;H1X2S9;Établissement d'enseignement;Public;http://www.cepegadistance.ca;-73.580532;45.557437;Collégial;1_Public
3682;20200706;915090;Cen.étu. respons. socia. écocitoyen.;Centre d'étude en responsabilité sociale et écocitoyenneté (CÉRSÉ);6400, 16e Avenue;Cégep de Rosemont;66023;Montréal;V;H1X2S9;Centre collégial de transfert de technologie;Public;www.crosemont.qc.ca;-73.582151;45.557069;Collégial;1_Public
3683;20200706;916000;Cégep de Maisonneuve;Cégep de Maisonneuve;3800, rue Sherbrooke Est;;66023;Montréal;V;H1X2A2;Cégep;Public;http://www.cmaisonneuve.qc.ca/;-73.553426;45.551041;Collégial;1_Public
3684;20200706;916090;Centre d'études en procédés chimiques;Centre d'études en procédés chimiques du Québec (CÉPROCQ);6220, rue Sherbrooke Est;;66023;Montréal;V;H1N1C1;Centre collégial de transfert de technologie;Public;http://www.cmaisonneuve.qc.ca/icp/ceprocq.html;-73.544848;45.578775;Collégial;1_Public
3685;20200706;916091;Institut des emballages et du génie ali.;Institut de technologie des emballages et du génie alimentaire - ITEGA;6220, rue Sherbrooke Est;;66023;Montréal;V;H1N1C1;Centre collégial de transfert de technologie;Public;;-73.544848;45.578775;Collégial;1_Public
3686;20200706;916092;Institut recherche intégration;Institut de recherche sur l'intégration professionnelle des immigrants (IRIPI);3800, rue Sherbrooke Est;;66023;Montréal;V;H1X2A2;Centre collégial de transfert de technologie;Public;www.cmaisonneuve.qc.ca;-73.553426;45.551041;Collégial;1_Public
3687;20200706;917000;Cégep du Vieux Montréal;Cégep du Vieux Montréal;255, rue Ontario Est;;66023;Montréal;V;H2X1X6;Cégep;Public;http://www.cvm.qc.ca/;-73.566696;45.514471;Collégial;1_Public
3688;20200706;917090;Centre de recherche pour l'inclusion des;CRISPESH - Centre de recherche pour l'inclusion des personnes en situation de handicap;255, rue Ontario Est;;66023;Montréal;V;H2X1X6;Centre collégial de transfert de technologie;Public;www.cvm.qc.ca;-73.566696;45.514471;Collégial;1_Public
3689;20200706;918000;Cégep de Valleyfield;Cégep de Valleyfield;169, rue Champlain;;70052;Salaberry-de-Valleyfield;V;J6T1X6;Cégep;Public;http://www.colval.qc.ca/;-74.133202;45.253022;Collégial;1_Public
3690;20200706;918001;CEC Saint-Constant;Centre d'études collégiales à Saint-Constant;121, rang Saint-Pierre;;67035;Saint-Constant;V;J5A2G9;Centre d'enseignement;Public;https://www.colval.qc.ca/;-73.569156;45.373981;Collégial;1_Public
3691;20200706;919000;Cégep de l'Outaouais;Cégep de l'Outaouais;333, boulevard de la Cité-des-Jeunes;;81017;Gatineau;V;J8Y6M4;Cégep;Public;http://www.cegepoutaouais.qc.ca/;-75.769418;45.459246;Collégial;1_Public
3692;20200706;919001;Collège Héritage;Collège Héritage;325, boulevard de la Cité-des-Jeunes;;81017;Gatineau;V;J8Y6T3;Cégep;Public;http://www.cegep-heritage.qc.ca/;-75.7656;45.455224;Collégial;1_Public
3693;20200706;919002;Campus Félix-Leclerc (Outaouais);Campus Félix-Leclerc;820, boulevard de la Gappe;;81017;Gatineau;V;J8T7T7;Centre d'enseignement;Public;http://www.cegepoutaouais.qc.ca;-75.68407;45.483213;Collégial;1_Public
3694;20200706;919003;Centre d'études collégiales de Maniwaki;Centre d'études collégiales de Maniwaki;331, rue du Couvent;;83065;Maniwaki;V;J9E1H5;Centre d'enseignement;Public;http://www.cegepoutaouais.ca/;-75.970131;46.37915;Collégial;1_Public
3695;20200706;919090;Cyber Outaouais;Centre de recherche et de transfert en cybersécurité;333, boulevard de la Cité-des-Jeunes;Campus Gabrielle-Roy;81017;Gatineau;V;J8Y6M4;Centre collégial de transfert de technologie;Public;;-75.769418;45.459246;Collégial;1_Public
3696;20200706;920000;Cégep de l'Abitibi-Témiscamingue;Cégep de l'Abitibi-Témiscamingue;425, boulevard du Collège;;86042;Rouyn-Noranda;V;J9X5E5;Cégep;Public;http://www.cegepat.qc.ca/;-79.007426;48.228985;Collégial;1_Public
3697;20200706;920001;Cégep Abitibi (Campus d'Amos);Campus d'Amos;341, rue Principale Nord;;88055;Amos;V;J9T2L8;Centre d'enseignement;Public;http://cegepat.qc.ca;-78.118091;48.578408;Collégial;1_Public
3698;20200706;920002;Cégep Abitibi (Campus de Val-d'Or);Campus de Val-d'Or;675, 1re Avenue;;89008;Val-d'Or;V;J9P1Y3;Centre d'enseignement;Public;http://cegepat.qc.ca;-77.785334;48.099762;Collégial;1_Public
3699;20200706;920003;Campus de Val-d'Or (Anglophone);Campus de Val-d'Or (Anglophone);675, 1re Avenue;;89008;Val-d'Or;V;J9P1Y3;Centre d'enseignement;Public;http://cegepat.qc.ca;-77.785334;48.099762;Collégial;1_Public
3700;20200706;920004;Cen. étu.col. Prem. Nations (fran.);Centre d'études collégiales des Premières Nations (francophone);1205, route Marie-Victorin;;50802;Odanak;R;J0G1H0;Centre d'enseignement;Public;http://www.ippn-fnpi.com;-72.801798;46.080747;Collégial;1_Public
3701;20200706;920090;Centre techno. résidus industriels;Centre technologique des résidus industriels;425, boulevard du Collège;;86042;Rouyn-Noranda;V;J9X5E5;Centre collégial de transfert de technologie;Public;ctri.qc.ca/;-79.007426;48.228985;Collégial;1_Public
3702;20200706;921000;Cégep de Lévis-Lauzon;Cégep de Lévis-Lauzon;205, rue Monseigneur Bourget;;25213;Lévis;V;G6V6Z9;Cégep;Public;http://www.cll.qc.ca/;-71.150865;46.817971;Collégial;1_Public
3703;20200706;921090;Centre robot. et vision industrielles;Centre de robotique et de vision industrielles inc.;205, rue Mgr Bourget;;25213;Lévis;V;G6V6Z9;Centre collégial de transfert de technologie;Public;http://www.crvi.ca;-71.150865;46.817971;Collégial;1_Public
3704;20200706;921091;TransBIOTech Centre rech. trans. biote.;TransBIOTech Centre de recherche et de transfert en biotechnologie;201, rue Mgr Bourget;;25213;Lévis;V;G6V6Z3;Centre collégial de transfert de technologie;Public;http://www.tbt.qc.ca/;-71.15194;46.816993;Collégial;1_Public
3705;20200706;922000;Cégep de Rivière-du-Loup;Cégep de Rivière-du-Loup;80, rue Frontenac;;12072;Rivière-du-Loup;V;G5R1R1;Cégep;Public;http://www.cegeprdl.ca/;-69.537775;47.827161;Collégial;1_Public
3706;20200706;922001;CEC Témiscouata - Rivière-du-Loup;Centre d'études collégiales du Témiscouata (Rivière-du-Loup);71 A, rue Pelletier;;13073;Témiscouata-sur-le-Lac;V;G0L1E0;Centre d'enseignement;Public;www.cegeprdl.ca;-68.883327;47.677246;Collégial;1_Public
3707;20200706;922090;Living Lab en innovation ouverte;Living Lab en innovation ouverte;80, rue Frontenac;;12072;Rivière-du-Loup;V;G5R1R1;Centre collégial de transfert de technologie;Public;www.llio.quebec;-69.537775;47.827161;Collégial;1_Public
3708;20200706;923000;Cégep de La Pocatière;Cégep de La Pocatière;140, 4e Avenue;;14085;La Pocatière;V;G0R1Z0;Cégep;Public;http://www.cegeplapocatiere.qc.ca;-70.040945;47.367802;Collégial;1_Public
3709;20200706;923001;Centre d'études coll. de Montmagny;Centre d'études collégiales de Montmagny;115, boulevard Taché est;;18050;Montmagny;V;G5V4J8;Centre d'enseignement;Public;http://www.cec.montmagny.qc.ca;-70.558919;46.983397;Collégial;1_Public
3710;20200706;923002;CEC Témiscouata - La Pocatière;Centre d'études collégiales du Témiscouata (La Pocatière);71 A, rue Pelletier;;13073;Témiscouata-sur-le-Lac;V;G0L1E0;Centre d'enseignement;Public;www.cegeplapocatiere.qc.ca;-68.883327;47.677246;Collégial;1_Public
3711;20200706;923090;Solutions Novika;Solutions Novika;129, rue du Parc-de-l'innovation;;14085;La Pocatière;V;G0R1Z0;Centre collégial de transfert de technologie;Public;www.novika.ca;-70.065661;47.357328;Collégial;1_Public
3712;20200706;923091;CCTT en optique-photonique;Centre collégial de transfert technologique en optique-photonique OPTECH;129, rue du Parc-de-l'innovation;;14085;La Pocatière;V;G0R1Z0;Centre collégial de transfert de technologie;Public;http://www.cctt-optech.ca;-70.065661;47.357328;Collégial;1_Public
3713;20200706;923092;Biopterre - CDB;Biopterre - Centre de développement des bioproduits;1642, rue de la Ferme;;14090;Sainte-Anne-de-la-Pocatière;P;G0R1Z0;Centre collégial de transfert de technologie;Public;www.biopterre.com;-70.028658;47.353938;Collégial;1_Public
3714;20200706;924000;Cégep de Thetford;Cégep de Thetford;671, boulevard Frontenac Ouest;;31084;Thetford Mines;V;G6G1N1;Cégep;Public;http://www.cegepthetford.ca;-71.324362;46.098445;Collégial;1_Public
3715;20200706;924003;Campus collégial de Lotbinière;Campus collégial de Lotbinière;1080, avenue Bergeron;;33045;Saint-Agapit;M;G0S1Z0;Centre d'enseignement;Public;http://www.cegepthetford.ca;-71.436379;46.563605;Collégial;1_Public
3716;20200706;924090;COALIA;COALIA;671, boulevard Frontenac Ouest;;31084;Thetford Mines;V;G6G1N1;Centre collégial de transfert de technologie;Public;http://www.ctmp.ca;-71.324362;46.098445;Collégial;1_Public
3717;20200706;924091;Oleotek inc.;Oleotek inc.;835, rue Mooney Ouest;;31084;Thetford Mines;V;G6G0A5;Centre collégial de transfert de technologie;Public;www.oleotek.org;-71.297593;46.072668;Collégial;1_Public
3718;20200706;925000;Cégep de Victoriaville;Cégep de Victoriaville;475, rue Notre-Dame Est;;39062;Victoriaville;V;G6P4B3;Cégep;Public;http://www.cegepvicto.ca/;-71.943248;46.059158;Collégial;1_Public
3719;20200706;925001;École nat. meuble ébénisterie (Vic.);École nationale du meuble et de l'ébénisterie;765, rue Notre-Dame Est;;39062;Victoriaville;V;G6P4B2;Centre d'enseignement;Public;http://www.cegepvicto.ca;-71.93995;46.064478;Collégial;1_Public
3720;20200706;925002;École québ. meuble bois ouvré (Mtl);École québécoise du meuble et du bois ouvré (section Montréal);5445, rue De Lorimier;;66023;Montréal;V;H2H2S5;Centre d'enseignement;Public;http://montreal.ecolenationaledumeuble.ca;-73.582547;45.540279;Collégial;1_Public
3721;20200706;925090;INOVEM;INOVEM;765, rue Notre-Dame Est;;39062;Victoriaville;V;G6P4B2;Centre collégial de transfert de technologie;Public;http://www.inovem.ca/;-71.93995;46.064478;Collégial;1_Public
3722;20200706;925091;Centre inno. sociale agriculture;Centre d'innovation sociale en agriculture;475, rue Notre-Dame Est;;39062;Victoriaville;V;G6P4B3;Centre collégial de transfert de technologie;Public;www.cisainnovation.com;-71.943248;46.059158;Collégial;1_Public
3723;20200706;925092;Centre expertise trans.agricul.bio proxi;Centre d'expertise et de transfert en agriculture biologique et de proximité (CETAB+);454, boulevard Jutras Est;;39062;Victoriaville;V;G6P4B3;Centre collégial de transfert de technologie;Public;www.cetab.org;-71.940993;46.06027;Collégial;1_Public
3724;20200706;926000;Cégep Garneau;Cégep François-Xavier Garneau;1660, boulevard de l'Entente;;23027;Québec;V;G1S4S3;Cégep;Public;http://www.cegepgarneau.ca;-71.263915;46.794313;Collégial;1_Public
3725;20200706;927000;Cégep de Matane;Cégep de Matane;616, avenue Saint-Rédempteur;;08053;Matane;V;G4W1L1;Cégep;Public;http://www.cegep-matane.qc.ca;-67.497149;48.840922;Collégial;1_Public
3726;20200706;927002;Cen. mat. étu. col. (Cégep de Matane);Centre matapédien d'études collégiales (Cégep de Matane);92, rue Desbiens;;07047;Amqui;V;G5J3P6;Centre d'enseignement;Public;www.cegep-matane.qc.ca;-67.428984;48.467585;Collégial;1_Public
3727;20200706;927091;Centre développement-recherche imag. num;Centre de développement et de recherche en imagerie numérique (CDRIN);608, avenue Saint-Rédempteur;;08053;Matane;V;G4W0E1;Centre collégial de transfert de technologie;Public;http://www.cdrin.com/;-67.499987;48.841294;Collégial;1_Public
3728;20200706;928000;Cégep de Saint-Jérôme;Cégep de Saint-Jérôme;455, rue Fournier;;75017;Saint-Jérôme;V;J7Z4V2;Cégep;Public;http://www.cstj.qc.ca/;-73.999315;45.779602;Collégial;1_Public
3729;20200706;928001;Centre études coll. de Mont-Laurier;Centre collégial de Mont-Laurier;700, rue Parent;;79088;Mont-Laurier;V;J9L2K1;Centre d'enseignement;Public;cstj.qc.ca/mt-laurier;-75.507708;46.560516;Collégial;1_Public
3730;20200706;928002;Centre études coll. Mont-Tremblant;Centre collégial de Mont-Tremblant;619, boul. du Docteur-Gervais;;78102;Mont-Tremblant;V;J8E2T3;Centre d'enseignement;Public;www.cstj.qc.ca/mt-tremblant;-74.580935;46.122058;Collégial;1_Public
3731;20200706;928090;Centre de développement des composites;Centre de développement des composites du Québec (CDCQ);475, rue Fournier;Local J202;75017;Saint-Jérôme;V;J7Z4V2;Centre collégial de transfert de technologie;Public;http://www.cstj.qc.ca    et    www.cdcq.qc.ca;-73.999315;45.779584;Collégial;1_Public
3732;20200706;928091;Institut du véhicule innovant;Institut du véhicule innovant;475, rue Fournier;Local J205;75017;Saint-Jérôme;V;J7Z4V2;Centre collégial de transfert de technologie;Public;www.ivisolutions.ca;-73.999315;45.779584;Collégial;1_Public
3733;20200706;929000;Cégep André-Laurendeau;Cégep André-Laurendeau;1111, rue Lapierre;;66023;Montréal;V;H8N2J4;Cégep;Public;http://www.claurendeau.qc.ca/;-73.607135;45.436685;Collégial;1_Public
3734;20200706;929090;Institut d'innovation en logistique;Institut d'innovation en logistique du Québec (IILQ);1111, rue Lapierre;Bureau 1.043;66023;Montréal;V;H8N2J4;Centre collégial de transfert de technologie;Public;www.innovationlogistique.com;-73.607135;45.436685;Collégial;1_Public
3735;20200706;930000;Cégep Montmorency;Cégep Montmorency;475, boulevard de l'Avenir;;65005;Laval;V;H7N5H9;Cégep;Public;http://www.cmontmorency.qc.ca/;-73.718642;45.559943;Collégial;1_Public
3736;20200706;931001;Cégep de Baie-Comeau;Cégep de Baie-Comeau;537, boulevard Blanche;;96020;Baie-Comeau;V;G5C2B2;Cégep;Public;http://www.cegepbc.ca;-68.2617;49.186303;Collégial;1_Public
3737;20200706;931002;Cégep de Sept-Îles;Cégep de Sept-Îles;175, rue De La Vérendrye;;97007;Sept-Îles;V;G4R5B7;Cégep;Public;http://www.cegep-sept-iles.qc.ca/;-66.354666;50.227075;Collégial;1_Public
3738;20200706;931003;Sept-Îles (section anglophone), Cégep de;Cégep de Sept-Îles (section anglophone);175, rue De La Vérendrye;;97007;Sept-Îles;V;G4R5B7;Centre d'enseignement;Public;http://www.cegep-sept-iles.qc.ca/;-66.354666;50.227075;Collégial;1_Public
3739;20200706;931090;Institut technologique de maintenance in;Institut technologique de maintenance industrielle;175, rue De La Vérendrye;;97007;Sept-Îles;V;G4R5B7;Centre collégial de transfert de technologie;Public;www.cegep-sept-iles.qc.ca;-66.354666;50.227075;Collégial;1_Public
3740;20200706;931091;Centre expér. dévelop. en forêt boréale;Centre d'expérimentation et de développement en forêt boréale (CEDFOB);537, boulevard Blanche;;96020;Baie-Comeau;V;G5C2B2;Centre collégial de transfert de technologie;Public;www.cedfob.qc.ca;-68.2617;49.186303;Collégial;1_Public
3741;20200706;932001;Collège d'Alma;Collège d'Alma;675, boulevard Auger Ouest;;93042;Alma;V;G8B2B7;Cégep;Public;http://www.collegealma.ca/;-71.654535;48.545308;Collégial;1_Public
3742;20200706;932002;Cégep de Chicoutimi;Cégep de Chicoutimi;534, rue Jacques-Cartier Est;;94068;Saguenay;V;G7H1Z6;Cégep;Public;http://www.cegep-chicoutimi.qc.ca/;-71.052406;48.423148;Collégial;1_Public
3743;20200706;932003;Cégep de Jonquière;Cégep de Jonquière;2505, rue Saint-Hubert;;94068;Saguenay;V;G7X7W2;Cégep;Public;http://www.cegepjonquiere.ca;-71.248379;48.406097;Collégial;1_Public
3744;20200706;932004;Cégep de Saint-Félicien;Cégep de St-Félicien;1105, boulevard Hamel;;91042;Saint-Félicien;V;G8K2R8;Cégep;Public;http://www.cegepstfe.ca;-72.45869;48.649841;Collégial;1_Public
3745;20200706;932005;Centre québécois formation aéronautique;Centre québécois de formation aéronautique;1, rue de l'Aéroport;;94240;Saint-Honoré;V;G0V1L0;Centre d'enseignement;Public;http://www.cqfa.ca;-71.058086;48.526062;Collégial;1_Public
3746;20200706;932006;Centre études coll. à Chibougamau;Centre d'études collégiales à Chibougamau;110, rue Obalski;;99025;Chibougamau;V;G8P2E9;Centre d'enseignement;Public;http://www.cec-chibougamau.qc.ca/;-74.36637;49.916551;Collégial;1_Public
3747;20200706;932007;Centre études coll. en Charlevoix;Centre d'études collégiales en Charlevoix;855, rue Richelieu (Pointe-au-Pic);;15013;La Malbaie;V;G5A2X7;Centre d'enseignement;Public;http://www.ceccharlevoix.qc.ca;-70.143442;47.633572;Collégial;1_Public
3748;20200706;932010;Agrinova;Agrinova;640, rue Côté Ouest;;93042;Alma;V;G8B7S8;Centre collégial de transfert de technologie;Public;http://www.agrinova.qc.ca;-71.653756;48.546438;Collégial;1_Public
3749;20200706;932011;Centre Saint-Félicien (anglophone);Centre de Saint-Félicien (anglophone);1105, boulevard Hamel;C.P. 7300;91042;Saint-Félicien;V;G8K2R8;Centre d'enseignement;Public;http://www.cstfelicien.qc.ca;-72.45869;48.649841;Collégial;1_Public
3750;20200706;932012;Centre d'études de Forestville;Centre d'études collégiales de Forestville;16, 5e Avenue;;95045;Forestville;V;G0T1E0;Centre d'enseignement;Public;;-69.078879;48.741586;Collégial;1_Public
3751;20200706;932020;Centre de géomatique du Québec inc.;Centre de géomatique du Québec inc.;534, rue Jacques-Cartier Est;;94068;Saguenay;V;G7H1Z6;Centre collégial de transfert de technologie;Public;http://www.cgq.qc.ca;-71.052406;48.423148;Collégial;1_Public
3752;20200706;932030;Centre de production automatisée;Centre de production automatisée (CPA);3780, rue Panet;;94068;Saguenay;V;G7X0E5;Centre collégial de transfert de technologie;Public;http://cpa.cjonquiere.qc.ca/;-71.245067;48.403819;Collégial;1_Public
3753;20200706;932090;ÉCOBES Recherche et transfert;ÉCOBES Recherche et transfert;3791, rue de la Fabrique, 6e étage;Pavillon Manicouagan (Cégep Jonquière);94068;Saguenay;V;G7X7W2;Centre collégial de transfert de technologie;Public;http://cegepjonquiere.ca/ecobes/;-71.245221;48.404866;Collégial;1_Public
3754;20200706;932491;Écofaune boréale;Écofaune boréale;1105, boulevard Hamel;;91042;Saint-Félicien;V;G8K2R8;Centre collégial de transfert de technologie;Public;ecofauneboreale@cegepstfe.ca;-72.45869;48.649841;Collégial;1_Public
3755;20200706;933000;Collège Dawson;Collège Dawson;3040, rue Sherbrooke Ouest;;66023;Montréal;V;H3Z1A4;Cégep;Public;http://www.dawsoncollege.qc.ca/;-73.587394;45.49035;Collégial;1_Public
3756;20200706;933003;Cen. étu. col. Prem. Nations  (an.);Centre d'études collégiales des Premières Nations (anglophone);1205, route Marie-Victorin;;50802;Odanak;R;J0G1H0;Centre d'enseignement;Public;http://www.ippn-fnpi.com;-72.801798;46.080747;Collégial;1_Public
3757;20200706;934000;Vanier College;Vanier College;821, avenue Sainte-Croix;;66023;Montréal;V;H4L3X9;Cégep;Public;http://www.vaniercollege.qc.ca/;-73.674504;45.514789;Collégial;1_Public
3758;20200706;935000;Cégep John Abbott;Cégep John Abbott;21275, rue Lakeshore;;66117;Sainte-Anne-de-Bellevue;V;H9X3L9;Cégep;Public;http://www.johnabbott.qc.ca/;-73.941788;45.40641;Collégial;1_Public
3759;20200706;935090;Centre expert. recherche pharmaceutiques;Centre d'expertise et de recherche appliquée en sciences pharmaceutiques;21275, chemin Lakeshore;;66117;Sainte-Anne-de-Bellevue;V;H9X3L9;Centre collégial de transfert de technologie;Public;;-73.943197;45.404136;Collégial;1_Public
3760;20200706;936000;Champlain Regional College;Champlain Regional College;1301, boulevard Portland;;43027;Sherbrooke;V;J1J1S2;Entité juridique;Public;http://www.crc-sher.qc.ca;-71.90884;45.403941;Collégial;1_Public
3761;20200706;936001;Champlain Reg. College - Lennoxville;Champlain Regional College - Campus Lennoxville;2580, rue Collège;;43027;Sherbrooke;V;J1M2K3;Campus collégial;Public;http://www.crc-lennox.qc.ca/;-71.845029;45.366136;Collégial;1_Public
3762;20200706;936002;Champlain Reg. College - St-Lawrence;Champlain Regional College - Campus Saint-Lawrence;790, avenue Nérée-Tremblay;;23027;Québec;V;G1V4K2;Campus collégial;Public;http://www.slc.qc.ca/;-71.282441;46.788206;Collégial;1_Public
