OBJECTID;DT_MAJ_GDUNO;COMBINE_NUO_NUI;CD_ORGNS;NOM_COURT_ORGNS;NOM_OFFCL_ORGNS;ADRS_GEO_L1_GDUNO_ORGNS;ADRS_GEO_L2_GDUNO_ORGNS;CD_POSTL_GDUNO_ORGNS;CD_MUNCP_GDUNO_ORGNS;NOM_MUNCP_GDUNO_ORGNS;CD_IMM;NOM_IMM;ADRS_GEO_L1_GDUNO_IMM;ADRS_GEO_L2_GDUNO_IMM;CD_MUNCP_GDUNO_IMM;NOM_MUNCP_GDUNO_IMM;CD_POSTL_GDUNO_IMM;PRESC;PRIM;SEC;FORM_PRO;ADULTE;SITE_WEB_ORGNS;COORD_X_LL84_IMM;COORD_Y_LL84_IMM;ORDRE_ENS;CD_CS;TYPE_CS;STYLE_CART
18;20200706;12086205;812440;CFP de La Côte-de-Gaspé;Centre de formation professionnelle de La Côte-de-Gaspé;85, boulevard de Gaspé;;G4X2T8;03005;Gaspé;812040;C.-E.-Pouliot;85, boulevard de Gaspé;;03005;Gaspé;G4X2T8;0;0;0;1;0;www.cschic-chocs.qc.ca;-64.477564;48.836896;Formation professionnelle;812000;Franco;8_OrgImm_Franco_Fp
19;20200706;12081205;812340;CEA de La Côte-de-Gaspé;Centre d'éducation des adultes de La Côte-de-Gaspé;85, boulevard de Gaspé;;G4X2T8;03005;Gaspé;812040;C.-E.-Pouliot;85, boulevard de Gaspé;;03005;Gaspé;G4X2T8;0;0;0;0;1;www.cschic-chocs.qc.ca;-64.477564;48.836896;Éducation aux adultes;812000;Franco;9_OrgImm_Franco_Adu
20;20200706;12073205;812040;École C.-E.-Pouliot;École C.-E.-Pouliot;85, boulevard de Gaspé;;G4X2T8;03005;Gaspé;812040;C.-E.-Pouliot;85, boulevard de Gaspé;;03005;Gaspé;G4X2T8;0;0;1;0;0;www.cschic-chocs.qc.ca;-64.477564;48.836896;Secondaire;812000;Franco;3_OrgImm_Franco_secondaire
21;20200706;12086206;812440;CFP de La Côte-de-Gaspé;Centre de formation professionnelle de La Côte-de-Gaspé;85, boulevard de Gaspé;;G4X2T8;03005;Gaspé;812058;Résidence des étudiants;95, boulevard Gaspé;;03005;Gaspé;G4X1A4;0;0;0;1;0;www.cschic-chocs.qc.ca;-64.479483;48.837785;Formation professionnelle;812000;Franco;8_OrgImm_Franco_Fp
22;20200706;12081206;812340;CEA de La Côte-de-Gaspé;Centre d'éducation des adultes de La Côte-de-Gaspé;85, boulevard de Gaspé;;G4X2T8;03005;Gaspé;812058;Résidence des étudiants;95, boulevard Gaspé;;03005;Gaspé;G4X1A4;0;0;0;0;1;www.cschic-chocs.qc.ca;-64.479483;48.837785;Éducation aux adultes;812000;Franco;9_OrgImm_Franco_Adu
23;20200706;12122207;813403;CFP Chandler-Bonaventure;Centre de formation professionnelle Chandler-Bonaventure;143, avenue Louisbourg;;G0C1E0;05045;Bonaventure;813007;Secondaire du Littoral;188, rue du Carrefour;;02015;Grande-Rivière;G0C1V0;0;0;0;1;0;http://www.csrl.qc.ca;-64.497443;48.403115;Formation professionnelle;813000;Franco;8_OrgImm_Franco_Fp
24;20200706;12092207;813007;École du Littoral;École secondaire du Littoral;188, rue du Carrefour;;G0C1V0;02015;Grande-Rivière;813007;Secondaire du Littoral;188, rue du Carrefour;;02015;Grande-Rivière;G0C1V0;0;0;1;0;0;http://www.csrl.qc.ca;-64.497443;48.403115;Secondaire;813000;Franco;3_OrgImm_Franco_secondaire
25;20200706;13569209;882009;École secondaire Evergreen;École secondaire Evergreen;155, rue Monseigneur Ross;;G0C1K0;02028;Chandler;813010;Polyvalente Monseigneur Sévigny;155, rue Mgr Ross Ouest;;02028;Chandler;G0C1K0;0;0;1;0;0;www.essb.qc.ca;-64.685828;48.354988;Secondaire;882000;Anglo;3_OrgImm_Anglo_secondaire
26;20200706;12123209;813404;Centre L'Envol;Centre de formation professionnelle L'Envol;15, rue Comeau;;G0C1J0;06013;Carleton-sur-Mer;813010;Polyvalente Monseigneur Sévigny;155, rue Mgr Ross Ouest;;02028;Chandler;G0C1K0;0;0;0;1;0;http://www.cfpcsrl.qc.ca;-64.685828;48.354988;Formation professionnelle;813000;Franco;8_OrgImm_Franco_Fp
27;20200706;12122209;813403;CFP Chandler-Bonaventure;Centre de formation professionnelle Chandler-Bonaventure;143, avenue Louisbourg;;G0C1E0;05045;Bonaventure;813010;Polyvalente Monseigneur Sévigny;155, rue Mgr Ross Ouest;;02028;Chandler;G0C1K0;0;0;0;1;0;http://www.csrl.qc.ca;-64.685828;48.354988;Formation professionnelle;813000;Franco;8_OrgImm_Franco_Fp
28;20200706;12117209;813302;CEA Chandler-Bonaventure;Centre d'éducation des adultes Chandler-Bonaventure;155, rue Mgr Ross;;G0C1K0;02028;Chandler;813010;Polyvalente Monseigneur Sévigny;155, rue Mgr Ross Ouest;;02028;Chandler;G0C1K0;0;0;0;0;1;http://www.csrl.qc.ca;-64.685828;48.354988;Éducation aux adultes;813000;Franco;9_OrgImm_Franco_Adu
29;20200706;12094209;813012;École polyvalente Mgr Sévigny;École polyvalente Monseigneur Sévigny;155, rue Monseigneur Ross;;G0C1K0;02028;Chandler;813010;Polyvalente Monseigneur Sévigny;155, rue Mgr Ross Ouest;;02028;Chandler;G0C1K0;0;0;1;0;0;http://www.csrl.qc.ca;-64.685828;48.354988;Secondaire;813000;Franco;3_OrgImm_Franco_secondaire
30;20200706;12069211;812034;École Antoine-Roy;École Antoine-Roy;110, boulevard Renard Est;Rivière-au-Renard;G4X5H8;03005;Gaspé;812034;Antoine-Roy;110, boul. Renard E.(Riv-Ren.);;03005;Gaspé;G4X5H8;0;0;1;0;0;www.cschic-chocs.qc.ca;-64.379775;48.989653;Secondaire;812000;Franco;3_OrgImm_Franco_secondaire
31;20200706;12074212;812041;École Saint-Rosaire;École Saint-Rosaire;151, rue Jacques-Cartier;;G4X2P7;03005;Gaspé;812850;Centre jeunesse Gaspésie/Les Îles;Unité la Vigie;;03005;Gaspé;G4X2V7;0;1;0;0;0;www.cschic-chocs.qc.ca;-64.522043;48.825769;Primaire;812000;Franco;2_OrgImm_Franco_primaire
32;20200706;12073212;812040;École C.-E.-Pouliot;École C.-E.-Pouliot;85, boulevard de Gaspé;;G4X2T8;03005;Gaspé;812850;Centre jeunesse Gaspésie/Les Îles;Unité la Vigie;;03005;Gaspé;G4X2V7;0;0;1;0;0;www.cschic-chocs.qc.ca;-64.522043;48.825769;Secondaire;812000;Franco;3_OrgImm_Franco_secondaire
33;20200706;13575213;882017;École Saint-Joseph-Saint-Patrick;École Saint-Joseph-Saint-Patrick;183, rue Commerciale;;G0C1K0;02028;Chandler;813012;Saint-Joseph - Saint-Patrick;183, rue Commercial Ouest;;02028;Chandler;G0C1K0;1;1;0;0;0;;-64.684851;48.348694;Préscolaire - Primaire;882000;Anglo;4_OrgImm_Anglo_presc_prim
34;20200706;12095213;813015;École Saint-Joseph;École Saint-Joseph;183, rue Commerciale Ouest;;G0C1K0;02028;Chandler;813012;Saint-Joseph - Saint-Patrick;183, rue Commercial Ouest;;02028;Chandler;G0C1K0;1;1;0;0;0;http://www.csrl.qc.ca;-64.684851;48.348694;Préscolaire - Primaire;813000;Franco;4_OrgImm_Franco_presc_prim
35;20200706;12093215;813011;École Saint-Paul;École Saint-Paul;415, boulevard Pabos;;G0C2H0;02028;Chandler;813009;Saint-Paul;415, boulevard Pabos;;02028;Chandler;G0C2H0;1;1;0;0;0;http://www.csrl.qc.ca;-64.609141;48.362829;Préscolaire - Primaire;813000;Franco;4_OrgImm_Franco_presc_prim
36;20200706;12086226;812440;CFP de La Côte-de-Gaspé;Centre de formation professionnelle de La Côte-de-Gaspé;85, boulevard de Gaspé;;G4X2T8;03005;Gaspé;812032;CEA de l'Envol;88, rue Renard E. (Riv.-Ren.);;03005;Gaspé;G4X5H8;0;0;0;1;0;www.cschic-chocs.qc.ca;-64.384922;48.991996;Formation professionnelle;812000;Franco;8_OrgImm_Franco_Fp
37;20200706;12081226;812340;CEA de La Côte-de-Gaspé;Centre d'éducation des adultes de La Côte-de-Gaspé;85, boulevard de Gaspé;;G4X2T8;03005;Gaspé;812032;CEA de l'Envol;88, rue Renard E. (Riv.-Ren.);;03005;Gaspé;G4X5H8;0;0;0;0;1;www.cschic-chocs.qc.ca;-64.384922;48.991996;Éducation aux adultes;812000;Franco;9_OrgImm_Franco_Adu
38;20200706;12086227;812440;CFP de La Côte-de-Gaspé;Centre de formation professionnelle de La Côte-de-Gaspé;85, boulevard de Gaspé;;G4X2T8;03005;Gaspé;812033;Collège Saint-Martin;12, rue du Collège;;03005;Gaspé;G4X5H9;0;0;0;1;0;www.cschic-chocs.qc.ca;-64.386154;48.990819;Formation professionnelle;812000;Franco;8_OrgImm_Franco_Fp
39;20200706;12081227;812340;CEA de La Côte-de-Gaspé;Centre d'éducation des adultes de La Côte-de-Gaspé;85, boulevard de Gaspé;;G4X2T8;03005;Gaspé;812033;Collège Saint-Martin;12, rue du Collège;;03005;Gaspé;G4X5H9;0;0;0;0;1;www.cschic-chocs.qc.ca;-64.386154;48.990819;Éducation aux adultes;812000;Franco;9_OrgImm_Franco_Adu
40;20200706;12081228;812340;CEA de La Côte-de-Gaspé;Centre d'éducation des adultes de La Côte-de-Gaspé;85, boulevard de Gaspé;;G4X2T8;03005;Gaspé;812027;Notre-Dame;535, boulevard Sainte-Cécile;;03010;Cloridorme;G0E1G0;0;0;0;0;1;www.cschic-chocs.qc.ca;-64.83919;49.179361;Éducation aux adultes;812000;Franco;9_OrgImm_Franco_Adu
41;20200706;12066228;812027;École Notre-Dame;École Notre-Dame;535, Route 132;;G0E1G0;03010;Cloridorme;812027;Notre-Dame;535, boulevard Sainte-Cécile;;03010;Cloridorme;G0E1G0;1;1;0;0;0;www.cschic-chocs.qc.ca;-64.83919;49.179361;Préscolaire - Primaire;812000;Franco;4_OrgImm_Franco_presc_prim
1;20200706;940954;712405;CFP de Mont-Joli-Mitis;Centre de formation professionnelle de Mont-Joli-Mitis;1414, rue des Érables;;G5H4A8;09077;Mont-Joli;712009;CFA de Mont-Joli-Mitis;1632, rue Lindsay;;09077;Mont-Joli;G5H3A6;0;0;0;1;0;http://www.csphares.qc.ca/cfpmm;-68.188206;48.584403;Formation professionnelle;712000;Franco;8_OrgImm_Franco_Fp
2;20200706;940754;712321;CFA de Mont-Joli-Mitis;Centre de formation des adultes de Mont-Joli-Mitis;1632, rue Lindsay;;G5H3A6;09077;Mont-Joli;712009;CFA de Mont-Joli-Mitis;1632, rue Lindsay;;09077;Mont-Joli;G5H3A6;0;0;0;0;1;http://www.csphares.qc.ca/cfamj/;-68.188206;48.584403;Éducation aux adultes;712000;Franco;9_OrgImm_Franco_Adu
3;20200706;940055;712030;École des Alizés;École des Alizés;45, avenue de la Grotte;;G5H1W4;09077;Mont-Joli;712010;Alizés, des;45, avenue de la Grotte;;09077;Mont-Joli;G5H1W4;1;1;0;0;0;http://ecole.csphares.qc.ca/alizes/;-68.18609;48.587334;Préscolaire - Primaire;712000;Franco;4_OrgImm_Franco_presc_prim
4;20200706;9377101;712001;École de l'Écho-des-Montagnes-Lavoie;École de l'Écho-des-Montagnes-Lavoie;10, 8e Avenue Lefrançois;;G0L2Z0;10070;Saint-Fabien;712060;Écho-des-Montagnes, l';10, 8e Avenue Lefrançois;;10070;Saint-Fabien;G0L2Z0;1;1;1;0;0;http://www.csphares.qc.ca/st-fabien/;-68.864832;48.29506;Préscolaire - Primaire - Secondaire;712000;Franco;5_OrgImm_Franco_presc_prim_sec
5;20200706;9391102;712015;École de Mont-Saint-Louis-Saint-Rosaire;École de Mont-Saint-Louis-Saint-Rosaire;136, rue de la Grotte;;G0L1B0;10043;Rimouski;712061;Mont-Saint-Louis;136, rue de la Grotte;;10043;Rimouski;G0L1B0;1;1;1;0;0;;-68.707617;48.370368;Préscolaire - Primaire - Secondaire;712000;Franco;5_OrgImm_Franco_presc_prim_sec
6;20200706;9390103;712014;École des Sources;École des Sources;20, rue Banville;;G0K1H0;10030;Saint-Anaclet-de-Lessard;712062;Sources, des;20, rue Banville;;10030;Saint-Anaclet-de-Lessard;G0K1H0;1;1;0;0;0;;-68.422626;48.476275;Préscolaire - Primaire;712000;Franco;4_OrgImm_Franco_presc_prim
7;20200706;9373142;711301;CEA de la Vallée;Centre d'éducation des adultes de la Vallée;123, rue Desbiens;local 102;G5J3P9;07047;Amqui;711039;Polyvalente de Sayabec;8, rue Keable;;07085;Sayabec;G0J3K0;0;0;0;0;1;www.csmm.qc.ca/cea-amqui;-67.681166;48.563391;Éducation aux adultes;711000;Franco;9_OrgImm_Franco_Adu
8;20200706;9360142;711039;Polyvalente de Sayabec;Polyvalente de Sayabec;8, rue Keable;;G0J3K0;07085;Sayabec;711039;Polyvalente de Sayabec;8, rue Keable;;07085;Sayabec;G0J3K0;0;0;1;0;0;www.csmm.qc.ca/psayabec;-67.681166;48.563391;Secondaire;711000;Franco;3_OrgImm_Franco_secondaire
9;20200706;9373143;711301;CEA de la Vallée;Centre d'éducation des adultes de la Vallée;123, rue Desbiens;local 102;G5J3P9;07047;Amqui;711040;Sainte-Ursule;123, rue Desbiens;;07047;Amqui;G5J3P9;0;0;0;0;1;www.csmm.qc.ca/cea-amqui;-67.432142;48.468524;Éducation aux adultes;711000;Franco;9_OrgImm_Franco_Adu
10;20200706;9361143;711040;École Sainte-Ursule;École Sainte-Ursule;123, rue Desbiens;;G5J3P9;07047;Amqui;711040;Sainte-Ursule;123, rue Desbiens;;07047;Amqui;G5J3P9;1;1;0;0;0;;-67.432142;48.468524;Préscolaire - Primaire;711000;Franco;4_OrgImm_Franco_presc_prim
11;20200706;9372190;711300;Centre d'éducation des adultes de Matane;Centre d'éducation des adultes de Matane;81, avenue D'Amours;;G4W2X5;08053;Matane;711053;Saint-Léandre;2003, rue de l'Église;;08065;Saint-Léandre;G0J2V0;0;0;0;0;1;www.csmm.qc.ca/cea-matane;-67.604934;48.730184;Éducation aux adultes;711000;Franco;9_OrgImm_Franco_Adu
12;20200706;9367190;711053;École Saint-Léandre;École Saint-Léandre;2003, rue de l'Église;;G0J2V0;08065;Saint-Léandre;711053;Saint-Léandre;2003, rue de l'Église;;08065;Saint-Léandre;G0J2V0;0;1;0;0;0;;-67.604934;48.730184;Primaire;711000;Franco;2_OrgImm_Franco_primaire
13;20200706;9372194;711300;Centre d'éducation des adultes de Matane;Centre d'éducation des adultes de Matane;81, avenue D'Amours;;G4W2X5;08053;Matane;711057;Val-Joubert;101, rue Banville;;08040;Sainte-Paule;G0J3C0;0;0;0;0;1;www.csmm.qc.ca/cea-matane;-67.557288;48.660095;Éducation aux adultes;711000;Franco;9_OrgImm_Franco_Adu
14;20200706;12065204;812025;Ecole Esdras-Minville;École Esdras-Minville;18, rue Saint-François-Xavier Est;;G0E1K0;03020;Grande-Vallée;812025;Esdras-Minville;18, rue François-Xavier Est;;03020;Grande-Vallée;G0E1K0;0;0;1;0;0;www.cschic-chocs.qc.ca;-65.119657;49.225493;Secondaire;812000;Franco;3_OrgImm_Franco_secondaire
15;20200706;13588205;882413;CFP de Wakeham;Centre de formation professionnelle de Wakeham;584, Montée de Wakeham;;G4X2A1;03005;Gaspé;812040;C.-E.-Pouliot;85, boulevard de Gaspé;;03005;Gaspé;G4X2T8;0;0;0;1;0;;-64.477564;48.836896;Formation professionnelle;882000;Anglo;8_OrgImm_Anglo_Fp
16;20200706;13566205;882006;Polyvalente de Gaspé;Polyvalente de Gaspé;85, boulevard de Gaspé;;G4X2T8;03005;Gaspé;812040;C.-E.-Pouliot;85, boulevard de Gaspé;;03005;Gaspé;G4X2T8;0;0;1;0;0;;-64.477564;48.836896;Secondaire;882000;Anglo;3_OrgImm_Anglo_secondaire
17;20200706;12123205;813404;Centre L'Envol;Centre de formation professionnelle L'Envol;15, rue Comeau;;G0C1J0;06013;Carleton-sur-Mer;812040;C.-E.-Pouliot;85, boulevard de Gaspé;;03005;Gaspé;G4X2T8;0;0;0;1;0;http://www.cfpcsrl.qc.ca;-64.477564;48.836896;Formation professionnelle;813000;Franco;8_OrgImm_Franco_Fp
89;20200706;12083164;812407;CFP de La Haute-Gaspésie;Centre de formation professionnelle de La Haute-Gaspésie;170, boulevard Sainte-Anne Ouest;;G4V1R8;04037;Sainte-Anne-des-Monts;812007;Champagnat;25-27, route du Parc;;04037;Sainte-Anne-des-Monts;G4V2B9;0;0;0;1;0;www.cschic-chocs.qc.ca;-66.486723;49.12865;Formation professionnelle;812000;Franco;8_OrgImm_Franco_Fp
90;20200706;12077164;812307;CEA de La Haute-Gaspésie;Centre d'éducation des adultes de La Haute-Gaspésie;27, route du Parc;;G4V2B9;04037;Sainte-Anne-des-Monts;812007;Champagnat;25-27, route du Parc;;04037;Sainte-Anne-des-Monts;G4V2B9;0;0;0;0;1;www.cschic-chocs.qc.ca;-66.486723;49.12865;Éducation aux adultes;812000;Franco;9_OrgImm_Franco_Adu
91;20200706;2545324;813038;Collège de Nouvelle;Collège de Nouvelle;14, rue de l'Église;;G0C2E0;06020;Nouvelle;813038;Collège de Nouvelle;14, rue de l'Église;;06020;Nouvelle;G0C2E0;1;0;0;0;0;;-66.318168;48.144276;Préscolaire;813000;Franco;1_OrgImm_Franco_prescolaire
92;20200706;1212024;813304;CEA Carleton-sur-mer - Matapédia;Centre d'éducation des adultes de Carleton-sur-mer - Matapédia;15, rue Comeau;;G0C1J0;06013;Carleton-sur-Mer;813038;Collège de Nouvelle;14, rue de l'Église;;06020;Nouvelle;G0C2E0;0;0;0;0;1;;-66.318168;48.144276;Éducation aux adultes;813000;Franco;9_OrgImm_Franco_Adu
93;20200706;1211224;813040;École des Quatre-Temps;École des Quatre-Temps;15, rue de l'Église;;G0C2E0;06020;Nouvelle;813038;Collège de Nouvelle;14, rue de l'Église;;06020;Nouvelle;G0C2E0;1;1;0;0;0;http://www.csrl.qc.ca;-66.318168;48.144276;Préscolaire - Primaire;813000;Franco;4_OrgImm_Franco_presc_prim
94;20200706;1211225;813040;École des Quatre-Temps;École des Quatre-Temps;15, rue de l'Église;;G0C2E0;06020;Nouvelle;813039;Quatre-Temps, des;15, rue de l'Église;;06020;Nouvelle;G0C2E0;1;1;0;0;0;http://www.csrl.qc.ca;-66.319675;48.14352;Préscolaire - Primaire;813000;Franco;4_OrgImm_Franco_presc_prim
95;20200706;1212026;813304;CEA Carleton-sur-mer - Matapédia;Centre d'éducation des adultes de Carleton-sur-mer - Matapédia;15, rue Comeau;;G0C1J0;06013;Carleton-sur-Mer;813032;CEA de Maria;471, boulevard Perron;;06005;Maria;G0C1Y0;0;0;0;0;1;;-65.98688;48.171457;Éducation aux adultes;813000;Franco;9_OrgImm_Franco_Adu
96;20200706;938378;712007;École du Grand-Pavois;École du Grand-Pavois;130, rue Côté;;G5L2Y2;10043;Rimouski;712034;Sainte-Agnès;130, rue Côté;;10043;Rimouski;G5L2Y2;1;1;0;0;0;http://www.csphares.qc.ca/ste-agnes/;-68.515467;48.459637;Préscolaire - Primaire;712000;Franco;4_OrgImm_Franco_presc_prim
97;20200706;9373121;711301;CEA de la Vallée;Centre d'éducation des adultes de la Vallée;123, rue Desbiens;local 102;G5J3P9;07047;Amqui;711002;Lac-au-Saumon;81, rue du Rosaire;;07057;Lac-au-Saumon;G0J1M0;0;0;0;0;1;www.csmm.qc.ca/cea-amqui;-67.348449;48.421558;Éducation aux adultes;711000;Franco;9_OrgImm_Franco_Adu
98;20200706;9326121;711002;École Lac-au-Saumon;École Lac-au-Saumon;81, rue du Rosaire;;G0J1M0;07057;Lac-au-Saumon;711002;Lac-au-Saumon;81, rue du Rosaire;;07057;Lac-au-Saumon;G0J1M0;1;1;0;0;0;;-67.348449;48.421558;Préscolaire - Primaire;711000;Franco;4_OrgImm_Franco_presc_prim
99;20200706;12058169;812009;École des Bois-et-Marées;École des Bois-et-Marées;3, boulevard Perron Ouest;;G4V3B3;04037;Sainte-Anne-des-Monts;812009;Des Bois-et-Marées;3, boulevard Perron Ouest;;04037;Sainte-Anne-des-Monts;G4V3B3;1;1;0;0;0;www.cschic-chocs.qc.ca;-66.408832;49.160677;Préscolaire - Primaire;812000;Franco;4_OrgImm_Franco_presc_prim
100;20200706;12077170;812307;CEA de La Haute-Gaspésie;Centre d'éducation des adultes de La Haute-Gaspésie;27, route du Parc;;G4V2B9;04037;Sainte-Anne-des-Monts;812013;Notre-Dame-des-Neiges;2, rue des Écoliers;;04025;Marsoui;G0E1S0;0;0;0;0;1;www.cschic-chocs.qc.ca;-66.069282;49.213496;Éducation aux adultes;812000;Franco;9_OrgImm_Franco_Adu
101;20200706;12059170;812013;École Notre-Dame-des-Neiges;École Notre-Dame-des-Neiges;2, rue des Écoliers;;G0E1S0;04025;Marsoui;812013;Notre-Dame-des-Neiges;2, rue des Écoliers;;04025;Marsoui;G0E1S0;1;1;0;0;0;www.cschic-chocs.qc.ca;-66.069282;49.213496;Préscolaire - Primaire;812000;Franco;4_OrgImm_Franco_presc_prim
102;20200706;12077172;812307;CEA de La Haute-Gaspésie;Centre d'éducation des adultes de La Haute-Gaspésie;27, route du Parc;;G4V2B9;04037;Sainte-Anne-des-Monts;812017;Saint-Antoine;1, rue de l'Église Ouest;;04010;Saint-Maxime-du-Mont-Louis;G0E1L0;0;0;0;0;1;www.cschic-chocs.qc.ca;-65.543179;49.251865;Éducation aux adultes;812000;Franco;9_OrgImm_Franco_Adu
103;20200706;12061172;812017;École Saint-Antoine;École Saint-Antoine;1, rue de l'Église Ouest;Gros-Morne;G0E1L0;04010;Saint-Maxime-du-Mont-Louis;812017;Saint-Antoine;1, rue de l'Église Ouest;;04010;Saint-Maxime-du-Mont-Louis;G0E1L0;1;1;0;0;0;www.cschic-chocs.qc.ca;-65.543179;49.251865;Préscolaire - Primaire;812000;Franco;4_OrgImm_Franco_presc_prim
104;20200706;1210930;813034;École Saint-Donat;École Saint-Donat;475, des Chardonnerets;;G0C1Y0;06005;Maria;813031;Collège Saint-Donat;475, des Chardonnerets;;06005;Maria;G0C1Y0;1;1;0;0;0;http://www.csrl.qc.ca;-65.989883;48.174404;Préscolaire - Primaire;813000;Franco;4_OrgImm_Franco_presc_prim
42;20200706;12097218;813018;École Saint-Bernard;École Saint-Bernard;40, route 132 Ouest;;G0C1P0;02047;Port-Daniel--Gascons;813014;Saint-Bernard;40, route 132 Ouest;;02047;Port-Daniel--Gascons;G0C1P0;1;1;0;0;0;http://www.csrl.qc.ca;-64.86085;48.192999;Préscolaire - Primaire;813000;Franco;4_OrgImm_Franco_presc_prim
43;20200706;12096219;813017;École Sacré-Coeur;École Sacré-Coeur;1, route Hardy;;G0C2A0;02028;Chandler;813013;Sacré-Coeur;1, route des Hardy;;02028;Chandler;G0C2A0;1;1;0;0;0;http://www.csrl.qc.ca;-64.745747;48.265097;Préscolaire - Primaire;813000;Franco;4_OrgImm_Franco_presc_prim
44;20200706;12074230;812041;École Saint-Rosaire;École Saint-Rosaire;151, rue Jacques-Cartier;;G4X2P7;03005;Gaspé;812042;De la Découverte;156, rue Jacques-Cartier;;03005;Gaspé;G4X1M9;1;0;0;0;0;www.cschic-chocs.qc.ca;-64.487318;48.831949;Préscolaire;812000;Franco;1_OrgImm_Franco_prescolaire
45;20200706;12074231;812041;École Saint-Rosaire;École Saint-Rosaire;151, rue Jacques-Cartier;;G4X2P7;03005;Gaspé;812041;Saint-Rosaire;151, rue Jacques-Cartier;;03005;Gaspé;G4X2P7;0;1;0;0;0;www.cschic-chocs.qc.ca;-64.485629;48.830456;Primaire;812000;Franco;2_OrgImm_Franco_primaire
46;20200706;12081237;812340;CEA de La Côte-de-Gaspé;Centre d'éducation des adultes de La Côte-de-Gaspé;85, boulevard de Gaspé;;G4X2T8;03005;Gaspé;812004;Notre-Dame-de-Liesse;1932, Rte 132 (St-Georges-Mal.;;02005;Percé;G0C2X0;0;0;0;0;1;www.cschic-chocs.qc.ca;-64.21468;48.654842;Éducation aux adultes;812000;Franco;9_OrgImm_Franco_Adu
47;20200706;12075237;812044;École Notre-Dame-de-Liesse;École Notre-Dame-de-Liesse;1932, Route 132;Saint-Georges-de-Malbaie;G0C2X0;02005;Percé;812004;Notre-Dame-de-Liesse;1932, Rte 132 (St-Georges-Mal.;;02005;Percé;G0C2X0;1;1;0;0;0;www.cschic-chocs.qc.ca;-64.21468;48.654842;Préscolaire - Primaire;812000;Franco;4_OrgImm_Franco_presc_prim
48;20200706;12081239;812340;CEA de La Côte-de-Gaspé;Centre d'éducation des adultes de La Côte-de-Gaspé;85, boulevard de Gaspé;;G4X2T8;03005;Gaspé;812021;Des Prospecteurs;520, ave Dr-William-May;;03025;Murdochville;G0E1W0;0;0;0;0;1;www.cschic-chocs.qc.ca;-65.491978;48.958566;Éducation aux adultes;812000;Franco;9_OrgImm_Franco_Adu
49;20200706;12062239;812021;École des Prospecteurs;École des Prospecteurs;520, avenue Docteur-William-May;;G0E1W0;03025;Murdochville;812021;Des Prospecteurs;520, ave Dr-William-May;;03025;Murdochville;G0E1W0;1;1;1;0;0;www.cschic-chocs.qc.ca;-65.491978;48.958566;Préscolaire - Primaire - Secondaire;812000;Franco;5_OrgImm_Franco_presc_prim_sec
50;20200706;12081221;812340;CEA de La Côte-de-Gaspé;Centre d'éducation des adultes de La Côte-de-Gaspé;85, boulevard de Gaspé;;G4X2T8;03005;Gaspé;812024;Du P'tit-Bonheur;6, rue du Couvent;;03020;Grande-Vallée;G0E1K0;0;0;0;0;1;www.cschic-chocs.qc.ca;-65.123867;49.227026;Éducation aux adultes;812000;Franco;9_OrgImm_Franco_Adu
51;20200706;12065221;812025;Ecole Esdras-Minville;École Esdras-Minville;18, rue Saint-François-Xavier Est;;G0E1K0;03020;Grande-Vallée;812024;Du P'tit-Bonheur;6, rue du Couvent;;03020;Grande-Vallée;G0E1K0;1;1;0;0;0;www.cschic-chocs.qc.ca;-65.123867;49.227026;Préscolaire - Primaire;812000;Franco;4_OrgImm_Franco_presc_prim
52;20200706;12071222;812036;École Saint-Joseph-Alban;École Saint-Joseph-Alban;615, boulevard du Griffon;Anse-au-Griffon;G4X6A5;03005;Gaspé;812036;Saint-Joseph-Alban;615, boul. Griffon (Anse Griff;;03005;Gaspé;G4X6A5;1;1;0;0;0;www.cschic-chocs.qc.ca;-64.29664;48.93181;Préscolaire - Primaire;812000;Franco;4_OrgImm_Franco_presc_prim
53;20200706;12081232;812340;CEA de La Côte-de-Gaspé;Centre d'éducation des adultes de La Côte-de-Gaspé;85, boulevard de Gaspé;;G4X2T8;03005;Gaspé;812038;Notre-Dame-du-Sacré-Coeur;43, rue Fontenelle (St-Majoriq;;03005;Gaspé;G4X6R1;0;0;0;0;1;www.cschic-chocs.qc.ca;-64.551523;48.889468;Éducation aux adultes;812000;Franco;9_OrgImm_Franco_Adu
54;20200706;12072232;812038;École Notre-Dame-du-Sacré-Coeur;École Notre-Dame-du-Sacré-Coeur;43, rue Fontenelle;Fontenelle;G4X6R1;03005;Gaspé;812038;Notre-Dame-du-Sacré-Coeur;43, rue Fontenelle (St-Majoriq;;03005;Gaspé;G4X6R1;1;1;0;0;0;www.cschic-chocs.qc.ca;-64.551523;48.889468;Préscolaire - Primaire;812000;Franco;4_OrgImm_Franco_presc_prim
55;20200706;12081224;812340;CEA de La Côte-de-Gaspé;Centre d'éducation des adultes de La Côte-de-Gaspé;85, boulevard de Gaspé;;G4X2T8;03005;Gaspé;812029;Saint-Paul;33, rue de l'Église (St-Mauric;;03005;Gaspé;G4X4B3;0;0;0;0;1;www.cschic-chocs.qc.ca;-64.476652;49.05054;Éducation aux adultes;812000;Franco;9_OrgImm_Franco_Adu
