,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,fsa,latitude,longitude,Walkscore,WalkscoreDescription,Transitscore,TransitDescription,Bikescore,BikeDescription
1623,1623,1623,1623,1623,1623,1623,H2C,45.56664722,-73.65805222,72.0,Very Walkable,,,89.0,Very Bikeable
1624,1624,1624,1624,1624,1624,1624,H2C,45.56610106,-73.65371749,73.0,Very Walkable,,,83.0,Very Bikeable
1625,1625,1625,1625,1625,1625,1625,H2C,45.56785129,-73.66811384,62.0,Somewhat Walkable,,,62.0,Bikeable
1626,1626,1626,1626,1626,1626,1626,H2C,45.56435144,-73.66135649,66.0,Somewhat Walkable,,,94.0,Biker's Paradise
1627,1627,1627,1627,1627,1627,1627,H2C,45.55592971,-73.65192067,62.0,Somewhat Walkable,,,92.0,Biker's Paradise
1628,1628,1628,1628,1628,1628,1628,H2C,45.56300529999999,-73.66724136,61.0,Somewhat Walkable,,,93.0,Biker's Paradise
1629,1629,1629,1629,1629,1629,1629,H2C,45.56849955,-73.65745877,68.0,Somewhat Walkable,,,85.0,Very Bikeable
1630,1630,1630,1630,1630,1630,1630,H2C,45.55854448,-73.6569198,81.0,Very Walkable,,,89.0,Very Bikeable
1631,1631,1631,1631,1631,1631,1631,H2C,45.56169012,-73.67211152,52.0,Somewhat Walkable,,,92.0,Biker's Paradise
1632,1632,1632,1632,1632,1632,1632,H2E,45.55329788,-73.60189692,76.0,Very Walkable,,,78.0,Very Bikeable
1633,1633,1633,1633,1633,1633,1633,H2E,45.55070955,-73.61163994,70.0,Somewhat Walkable,,,89.0,Very Bikeable
1634,1634,1634,1634,1634,1634,1634,H2E,45.55142427,-73.62191914,64.0,Somewhat Walkable,,,84.0,Very Bikeable
1635,1635,1635,1635,1635,1635,1635,H2E,45.55141188,-73.60038631,78.0,Very Walkable,,,83.0,Very Bikeable
1636,1636,1636,1636,1636,1636,1636,H2E,45.55483538,-73.62043264,64.0,Somewhat Walkable,,,80.0,Very Bikeable
1637,1637,1637,1637,1637,1637,1637,H2E,45.55053324,-73.61333477,69.0,Somewhat Walkable,,,90.0,Biker's Paradise
1638,1638,1638,1638,1638,1638,1638,H2E,45.55675646,-73.60960698,61.0,Somewhat Walkable,,,73.0,Very Bikeable
1639,1639,1639,1639,1639,1639,1639,H2E,45.55756239,-73.61228577,62.0,Somewhat Walkable,,,78.0,Very Bikeable
1640,1640,1640,1640,1640,1640,1640,H2E,45.54435145,-73.61034007,82.0,Very Walkable,,,99.0,Biker's Paradise
1641,1641,1641,1641,1641,1641,1641,H2E,45.5462717,-73.60857440000001,82.0,Very Walkable,,,100.0,Biker's Paradise
1642,1642,1642,1642,1642,1642,1642,H2E,45.54838198,-73.61497238,72.0,Very Walkable,,,96.0,Biker's Paradise
1643,1643,1643,1643,1643,1643,1643,H2E,45.54718391,-73.61017073,78.0,Very Walkable,,,95.0,Biker's Paradise
1644,1644,1644,1644,1644,1644,1644,H2E,45.54823825,-73.60268105,80.0,Very Walkable,,,98.0,Biker's Paradise
1645,1645,1645,1645,1645,1645,1645,H2E,45.55469236,-73.60710426,65.0,Somewhat Walkable,,,71.0,Very Bikeable
1646,1646,1646,1646,1646,1646,1646,H2E,45.55009135,-73.62047192,75.0,Very Walkable,,,83.0,Very Bikeable
1647,1647,1647,1647,1647,1647,1647,H2E,45.54810036,-73.61647109,74.0,Very Walkable,,,96.0,Biker's Paradise
1648,1648,1648,1648,1648,1648,1648,H2E,45.55283924,-73.60949871,65.0,Somewhat Walkable,,,79.0,Very Bikeable
1649,1649,1649,1649,1649,1649,1649,H2E,45.54578316,-73.60620641,79.0,Very Walkable,,,75.0,Very Bikeable
1650,1650,1650,1650,1650,1650,1650,H2E,45.55217327,-73.61285255,67.0,Somewhat Walkable,,,84.0,Very Bikeable
1651,1651,1651,1651,1651,1651,1651,H2G,45.53839562,-73.59304563,81.0,Very Walkable,,,100.0,Biker's Paradise
1652,1652,1652,1652,1652,1652,1652,H2G,45.54366111,-73.58395963,78.0,Very Walkable,,,94.0,Biker's Paradise
1653,1653,1653,1653,1653,1653,1653,H2G,45.54175988,-73.57747109999998,78.0,Very Walkable,,,100.0,Biker's Paradise
1654,1654,1654,1654,1654,1654,1654,H2G,45.54311916,-73.60228959,83.0,Very Walkable,,,100.0,Biker's Paradise
1655,1655,1655,1655,1655,1655,1655,H2G,45.5425101,-73.58020777,76.0,Very Walkable,,,92.0,Biker's Paradise
1656,1656,1656,1656,1656,1656,1656,H2G,45.54394745,-73.5993363,82.0,Very Walkable,,,100.0,Biker's Paradise
1657,1657,1657,1657,1657,1657,1657,H2G,45.5430685,-73.60625456,84.0,Very Walkable,,,100.0,Biker's Paradise
1658,1658,1658,1658,1658,1658,1658,H2G,45.53873995,-73.58603923,69.0,Somewhat Walkable,,,99.0,Biker's Paradise
1659,1659,1659,1659,1659,1659,1659,H2G,45.54691516,-73.59296214,84.0,Very Walkable,,,91.0,Biker's Paradise
1660,1660,1660,1660,1660,1660,1660,H2G,45.54168031,-73.59076896,81.0,Very Walkable,,,75.0,Very Bikeable
1661,1661,1661,1661,1661,1661,1661,H2G,45.54558626,-73.59965229999999,82.0,Very Walkable,,,99.0,Biker's Paradise
1662,1662,1662,1662,1662,1662,1662,H2G,45.543075099999996,-73.60042295,82.0,Very Walkable,,,100.0,Biker's Paradise
1663,1663,1663,1663,1663,1663,1663,H2G,45.541702799999996,-73.57885055,82.0,Very Walkable,,,99.0,Biker's Paradise
1664,1664,1664,1664,1664,1664,1664,H2G,45.54554258,-73.58532530000001,85.0,Very Walkable,,,85.0,Very Bikeable
1665,1665,1665,1665,1665,1665,1665,H2G,45.54298317,-73.58769962,81.0,Very Walkable,,,66.0,Bikeable
1666,1666,1666,1666,1666,1666,1666,H2G,45.54454446,-73.59198128,84.0,Very Walkable,,,97.0,Biker's Paradise
1667,1667,1667,1667,1667,1667,1667,H2G,45.541783,-73.58632337,75.0,Very Walkable,,,95.0,Biker's Paradise
1668,1668,1668,1668,1668,1668,1668,H2G,45.5400976,-73.59536015,78.0,Very Walkable,,,100.0,Biker's Paradise
1669,1669,1669,1669,1669,1669,1669,H2G,45.54105598,-73.59707626,86.0,Very Walkable,,,100.0,Biker's Paradise
1670,1670,1670,1670,1670,1670,1670,H2G,45.539721,-73.59877935,87.0,Very Walkable,,,100.0,Biker's Paradise
1671,1671,1671,1671,1671,1671,1671,H2H,45.53493201,-73.57649527,89.0,Very Walkable,65.0,Good Transit,100.0,Biker's Paradise
1672,1672,1672,1672,1672,1672,1672,H2H,45.53811119,-73.57839213,80.0,Very Walkable,63.0,Good Transit,100.0,Biker's Paradise
1673,1673,1673,1673,1673,1673,1673,H2H,45.53609897,-73.57000134,92.0,Walker's Paradise,66.0,Good Transit,100.0,Biker's Paradise
1674,1674,1674,1674,1674,1674,1674,H2H,45.53894465,-73.57359334,87.0,Very Walkable,64.0,Good Transit,75.0,Very Bikeable
1675,1675,1675,1675,1675,1675,1675,H2H,45.53806366,-73.58241395,74.0,Very Walkable,66.0,Good Transit,100.0,Biker's Paradise
1676,1676,1676,1676,1676,1676,1676,H2H,45.53868722,-73.57363156,87.0,Very Walkable,64.0,Good Transit,75.0,Very Bikeable
1677,1677,1677,1677,1677,1677,1677,H2H,45.54031638,-73.57876705,72.0,Very Walkable,62.0,Good Transit,100.0,Biker's Paradise
1678,1678,1678,1678,1678,1678,1678,H2H,45.53678535,-73.57214591,90.0,Walker's Paradise,65.0,Good Transit,100.0,Biker's Paradise
1679,1679,1679,1679,1679,1679,1679,H2H,45.53499709,-73.57825399,87.0,Very Walkable,66.0,Good Transit,100.0,Biker's Paradise
1680,1680,1680,1680,1680,1680,1680,H2H,45.53506918,-73.56565204,89.0,Very Walkable,71.0,Excellent Transit,100.0,Biker's Paradise
1681,1681,1681,1681,1681,1681,1681,H2H,45.538622700000005,-73.58396792,69.0,Somewhat Walkable,67.0,Good Transit,100.0,Biker's Paradise
1682,1682,1682,1682,1682,1682,1682,H2J,45.52510659,-73.579246,95.0,Walker's Paradise,,,100.0,Biker's Paradise
1683,1683,1683,1683,1683,1683,1683,H2J,45.52959652,-73.59400945,90.0,Walker's Paradise,,,100.0,Biker's Paradise
1684,1684,1684,1684,1684,1684,1684,H2J,45.52972793,-73.59292324,89.0,Very Walkable,,,75.0,Very Bikeable
1685,1685,1685,1685,1685,1685,1685,H2J,45.533885,-73.58878116,80.0,Very Walkable,,,100.0,Biker's Paradise
1686,1686,1686,1686,1686,1686,1686,H2J,45.53051771,-73.57749061,94.0,Walker's Paradise,,,100.0,Biker's Paradise
1687,1687,1687,1687,1687,1687,1687,H2J,45.52916766,-73.58389853,91.0,Walker's Paradise,,,100.0,Biker's Paradise
1688,1688,1688,1688,1688,1688,1688,H2J,45.53122507,-73.5819281,91.0,Walker's Paradise,,,100.0,Biker's Paradise
1689,1689,1689,1689,1689,1689,1689,H2J,45.52480985,-73.57681937,94.0,Walker's Paradise,,,100.0,Biker's Paradise
1690,1690,1690,1690,1690,1690,1690,H2J,45.52870458,-73.58635194,94.0,Walker's Paradise,,,100.0,Biker's Paradise
1691,1691,1691,1691,1691,1691,1691,H2J,45.53080349,-73.57832997,94.0,Walker's Paradise,,,100.0,Biker's Paradise
1692,1692,1692,1692,1692,1692,1692,H2J,45.53168698,-73.57298442,92.0,Walker's Paradise,,,100.0,Biker's Paradise
1693,1693,1693,1693,1693,1693,1693,H2J,45.53236309,-73.58710651,87.0,Very Walkable,,,100.0,Biker's Paradise
1694,1694,1694,1694,1694,1694,1694,H2J,45.52831211,-73.57214,88.0,Very Walkable,,,100.0,Biker's Paradise
1695,1695,1695,1695,1695,1695,1695,H2J,45.52691894,-73.57621185,94.0,Walker's Paradise,,,100.0,Biker's Paradise
1696,1696,1696,1696,1696,1696,1696,H2J,45.53184671,-73.57902262,91.0,Walker's Paradise,,,100.0,Biker's Paradise
1697,1697,1697,1697,1697,1697,1697,H2J,45.53311658,-73.57810611,92.0,Walker's Paradise,,,100.0,Biker's Paradise
1698,1698,1698,1698,1698,1698,1698,H2J,45.52880715,-73.58794038,90.0,Walker's Paradise,,,100.0,Biker's Paradise
1699,1699,1699,1699,1699,1699,1699,H2J,45.53066622,-73.58099901,91.0,Walker's Paradise,,,100.0,Biker's Paradise
1700,1700,1700,1700,1700,1700,1700,H2J,45.52842081,-73.58994049,93.0,Walker's Paradise,,,100.0,Biker's Paradise
1701,1701,1701,1701,1701,1701,1701,H2K,45.5329493,-73.5629128,87.0,Very Walkable,,,100.0,Biker's Paradise
1702,1702,1702,1702,1702,1702,1702,H2K,45.53885239,-73.55454283,77.0,Very Walkable,,,93.0,Biker's Paradise
1703,1703,1703,1703,1703,1703,1703,H2K,45.53657321,-73.56023247,83.0,Very Walkable,,,92.0,Biker's Paradise
1704,1704,1704,1704,1704,1704,1704,H2K,45.52462277,-73.54980187,86.0,Very Walkable,,,99.0,Biker's Paradise
1705,1705,1705,1705,1705,1705,1705,H2K,45.53144654,-73.54223094,35.0,Car-Dependent,,,85.0,Very Bikeable
1706,1706,1706,1706,1706,1706,1706,H2K,45.5382607,-73.55181129,76.0,Very Walkable,,,90.0,Biker's Paradise
1707,1707,1707,1707,1707,1707,1707,H2K,45.52617864,-73.54494091,58.0,Somewhat Walkable,,,92.0,Biker's Paradise
1708,1708,1708,1708,1708,1708,1708,H2K,45.53880346,-73.54983009,76.0,Very Walkable,,,92.0,Biker's Paradise
1709,1709,1709,1709,1709,1709,1709,H2K,45.52502015,-73.5556515,84.0,Very Walkable,,,75.0,Very Bikeable
1710,1710,1710,1710,1710,1710,1710,H2K,45.53647373,-73.54692818,57.0,Somewhat Walkable,,,98.0,Biker's Paradise
1711,1711,1711,1711,1711,1711,1711,H2K,45.52949859,-73.56284273,86.0,Very Walkable,,,96.0,Biker's Paradise
1712,1712,1712,1712,1712,1712,1712,H2K,45.5289109,-73.55627811,85.0,Very Walkable,,,100.0,Biker's Paradise
1713,1713,1713,1713,1713,1713,1713,H2K,45.52473937,-73.55629894,84.0,Very Walkable,,,100.0,Biker's Paradise
1714,1714,1714,1714,1714,1714,1714,H2K,45.53431503,-73.55316508,85.0,Very Walkable,,,96.0,Biker's Paradise
1715,1715,1715,1715,1715,1715,1715,H2K,45.52161324,-73.54879985,82.0,Very Walkable,,,75.0,Very Bikeable
1716,1716,1716,1716,1716,1716,1716,H2K,45.53658558,-73.55861992,81.0,Very Walkable,,,89.0,Very Bikeable
1717,1717,1717,1717,1717,1717,1717,H2K,45.53802169,-73.56132776,82.0,Very Walkable,,,100.0,Biker's Paradise
1718,1718,1718,1718,1718,1718,1718,H2K,45.53214293,-73.55841073,84.0,Very Walkable,,,94.0,Biker's Paradise
1719,1719,1719,1719,1719,1719,1719,H2K,45.53486909,-73.54701961,42.0,Car-Dependent,,,97.0,Biker's Paradise
1720,1720,1720,1720,1720,1720,1720,H2K,45.52434297,-73.56810033,81.0,Very Walkable,,,99.0,Biker's Paradise
1721,1721,1721,1721,1721,1721,1721,H2K,45.53188704,-73.56162225,85.0,Very Walkable,,,95.0,Biker's Paradise
1722,1722,1722,1722,1722,1722,1722,H2K,45.53650111,-73.56034765,83.0,Very Walkable,,,92.0,Biker's Paradise
1723,1723,1723,1723,1723,1723,1723,H2K,45.52355383,-73.54575361,74.0,Very Walkable,,,98.0,Biker's Paradise
1724,1724,1724,1724,1724,1724,1724,H2K,45.52813071,-73.54427895,59.0,Somewhat Walkable,,,99.0,Biker's Paradise
1725,1725,1725,1725,1725,1725,1725,H2K,45.523697600000006,-73.55262599,87.0,Very Walkable,,,99.0,Biker's Paradise
1726,1726,1726,1726,1726,1726,1726,H2K,45.52861415,-73.57018139,86.0,Very Walkable,,,100.0,Biker's Paradise
1727,1727,1727,1727,1727,1727,1727,H2K,45.53916138,-73.5644984,81.0,Very Walkable,,,100.0,Biker's Paradise
1728,1728,1728,1728,1728,1728,1728,H2K,45.53583198,-73.5506184,84.0,Very Walkable,,,70.0,Very Bikeable
1729,1729,1729,1729,1729,1729,1729,H2K,45.52982135,-73.54488654,69.0,Somewhat Walkable,,,99.0,Biker's Paradise
1730,1730,1730,1730,1730,1730,1730,H2K,45.53969181,-73.56610044,78.0,Very Walkable,,,100.0,Biker's Paradise
1731,1731,1731,1731,1731,1731,1731,H2K,45.52319321,-73.54826291,82.0,Very Walkable,,,99.0,Biker's Paradise
1732,1732,1732,1732,1732,1732,1732,H2K,45.52685456,-73.56579145,78.0,Very Walkable,,,99.0,Biker's Paradise
1733,1733,1733,1733,1733,1733,1733,H2K,45.52948596,-73.56232973,86.0,Very Walkable,,,96.0,Biker's Paradise
1734,1734,1734,1734,1734,1734,1734,H2K,45.53244489,-73.55942315,83.0,Very Walkable,,,94.0,Biker's Paradise
1735,1735,1735,1735,1735,1735,1735,H2K,45.52589418,-73.56721316,79.0,Very Walkable,,,99.0,Biker's Paradise
1736,1736,1736,1736,1736,1736,1736,H2K,45.53586261,-73.55247376,82.0,Very Walkable,,,91.0,Biker's Paradise
1737,1737,1737,1737,1737,1737,1737,H2K,45.54016642,-73.56405461,86.0,Very Walkable,,,100.0,Biker's Paradise
1738,1738,1738,1738,1738,1738,1738,H2K,45.52445944,-73.54388772,18.0,Car-Dependent,,,79.0,Very Bikeable
1739,1739,1739,1739,1739,1739,1739,H2L,45.52018911,-73.54944802,80.0,Very Walkable,,,98.0,Biker's Paradise
1740,1740,1740,1740,1740,1740,1740,H2L,45.51666092,-73.54405466,38.0,Car-Dependent,,,60.0,Bikeable
1741,1741,1741,1741,1741,1741,1741,H2L,45.51902314,-73.5627637,94.0,Walker's Paradise,,,99.0,Biker's Paradise
1742,1742,1742,1742,1742,1742,1742,H2L,45.51077106,-73.55277966,85.0,Very Walkable,,,90.0,Biker's Paradise
1743,1743,1743,1743,1743,1743,1743,H2L,45.52373646,-73.55985009999999,86.0,Very Walkable,,,100.0,Biker's Paradise
1744,1744,1744,1744,1744,1744,1744,H2L,45.5214956,-73.56791390000001,92.0,Walker's Paradise,,,71.0,Very Bikeable
1745,1745,1745,1745,1745,1745,1745,H2L,45.51317682,-73.55165682,81.0,Very Walkable,,,66.0,Bikeable
1746,1746,1746,1746,1746,1746,1746,H2L,45.52302418,-73.57293147,95.0,Walker's Paradise,,,100.0,Biker's Paradise
1747,1747,1747,1747,1747,1747,1747,H2L,45.51617354,-73.54636889,60.0,Somewhat Walkable,,,83.0,Very Bikeable
1748,1748,1748,1748,1748,1748,1748,H2L,45.51826964,-73.56347896,94.0,Walker's Paradise,,,99.0,Biker's Paradise
1749,1749,1749,1749,1749,1749,1749,H2L,45.51661265,-73.54659569,60.0,Somewhat Walkable,,,83.0,Very Bikeable
1750,1750,1750,1750,1750,1750,1750,H2L,45.51858648,-73.55597122,91.0,Walker's Paradise,,,99.0,Biker's Paradise
1751,1751,1751,1751,1751,1751,1751,H2L,45.52368787,-73.55739833,84.0,Very Walkable,,,100.0,Biker's Paradise
1752,1752,1752,1752,1752,1752,1752,H2L,45.52541466,-73.55948511,84.0,Very Walkable,,,100.0,Biker's Paradise
1753,1753,1753,1753,1753,1753,1753,H2L,45.51569903,-73.55476263,91.0,Walker's Paradise,,,75.0,Very Bikeable
1754,1754,1754,1754,1754,1754,1754,H2L,45.52323369,-73.56087039,87.0,Very Walkable,,,100.0,Biker's Paradise
1755,1755,1755,1755,1755,1755,1755,H2L,45.52510678,-73.55916978,82.0,Very Walkable,,,100.0,Biker's Paradise
1756,1756,1756,1756,1756,1756,1756,H2L,45.51476203,-73.55616459,89.0,Very Walkable,,,98.0,Biker's Paradise
1757,1757,1757,1757,1757,1757,1757,H2L,45.52113738,-73.57570718,96.0,Walker's Paradise,,,100.0,Biker's Paradise
1758,1758,1758,1758,1758,1758,1758,H2L,45.52093431,-73.55828331,90.0,Very Walkable,,,99.0,Biker's Paradise
1759,1759,1759,1759,1759,1759,1759,H2L,45.51812627,-73.56918268,95.0,Walker's Paradise,,,75.0,Very Bikeable
1760,1760,1760,1760,1760,1760,1760,H2L,45.5220609,-73.56889959,93.0,Walker's Paradise,,,75.0,Very Bikeable
1761,1761,1761,1761,1761,1761,1761,H2L,45.52094423,-73.56597393,94.0,Walker's Paradise,,,92.0,Biker's Paradise
1762,1762,1762,1762,1762,1762,1762,H2L,45.51292885,-73.55128953,81.0,Very Walkable,,,66.0,Bikeable
1763,1763,1763,1763,1763,1763,1763,H2L,45.52437091,-73.57324541,90.0,Very Walkable,,,100.0,Biker's Paradise
1764,1764,1764,1764,1764,1764,1764,H2M,45.55994401,-73.63822176,43.0,Car-Dependent,,,91.0,Biker's Paradise
1765,1765,1765,1765,1765,1765,1765,H2M,45.55508648,-73.62624263,49.0,Car-Dependent,,,77.0,Very Bikeable
1766,1766,1766,1766,1766,1766,1766,H2M,45.54596917,-73.64062534,72.0,Very Walkable,,,88.0,Very Bikeable
1767,1767,1767,1767,1767,1767,1767,H2M,45.54477903,-73.64312962,74.0,Very Walkable,,,86.0,Very Bikeable
1768,1768,1768,1768,1768,1768,1768,H2M,45.54830039,-73.64732825,66.0,Somewhat Walkable,,,86.0,Very Bikeable
1769,1769,1769,1769,1769,1769,1769,H2M,45.55856632,-73.63714482,45.0,Car-Dependent,,,91.0,Biker's Paradise
1770,1770,1770,1770,1770,1770,1770,H2M,45.55442351,-73.6234585,45.0,Car-Dependent,,,76.0,Very Bikeable
1771,1771,1771,1771,1771,1771,1771,H2M,45.5513123,-73.6385654,38.0,Car-Dependent,,,82.0,Very Bikeable
1772,1772,1772,1772,1772,1772,1772,H2M,45.54586507,-73.64739293,70.0,Somewhat Walkable,,,85.0,Very Bikeable
1773,1773,1773,1773,1773,1773,1773,H2M,45.55615519,-73.64467633,32.0,Car-Dependent,,,91.0,Biker's Paradise
1774,1774,1774,1774,1774,1774,1774,H2M,45.5500191,-73.63559649999999,61.0,Somewhat Walkable,,,86.0,Very Bikeable
1775,1775,1775,1775,1775,1775,1775,H2M,45.54793638,-73.65051677,65.0,Somewhat Walkable,,,85.0,Very Bikeable
1776,1776,1776,1776,1776,1776,1776,H2M,45.55166672,-73.64825549,59.0,Somewhat Walkable,,,87.0,Very Bikeable
1777,1777,1777,1777,1777,1777,1777,H2M,45.55362316,-73.63163213,61.0,Somewhat Walkable,,,84.0,Very Bikeable
1778,1778,1778,1778,1778,1778,1778,H2M,45.55803944,-73.64458943,38.0,Car-Dependent,,,92.0,Biker's Paradise
1779,1779,1779,1779,1779,1779,1779,H2M,45.559742799999995,-73.64418715,44.0,Car-Dependent,,,94.0,Biker's Paradise
1780,1780,1780,1780,1780,1780,1780,H2M,45.55526561,-73.64816862,49.0,Car-Dependent,,,92.0,Biker's Paradise
1781,1781,1781,1781,1781,1781,1781,H2M,45.55397528,-73.62523443,58.0,Somewhat Walkable,,,81.0,Very Bikeable
1782,1782,1782,1782,1782,1782,1782,H2M,45.5521155,-73.62829494,67.0,Somewhat Walkable,,,86.0,Very Bikeable
1783,1783,1783,1783,1783,1783,1783,H2M,45.54757885,-73.64797709,65.0,Somewhat Walkable,,,86.0,Very Bikeable
1784,1784,1784,1784,1784,1784,1784,H2M,45.56107522,-73.63958411,46.0,Car-Dependent,,,92.0,Biker's Paradise
1785,1785,1785,1785,1785,1785,1785,H2M,45.55340589,-73.63397823,53.0,Somewhat Walkable,,,81.0,Very Bikeable
1786,1786,1786,1786,1786,1786,1786,H2M,45.55287357,-73.63865582,51.0,Somewhat Walkable,,,85.0,Very Bikeable
1787,1787,1787,1787,1787,1787,1787,H2M,45.55750048,-73.63242708,45.0,Car-Dependent,,,83.0,Very Bikeable
1788,1788,1788,1788,1788,1788,1788,H2M,45.56309172,-73.64578941,47.0,Car-Dependent,,,94.0,Biker's Paradise
1789,1789,1789,1789,1789,1789,1789,H2M,45.55354131,-73.63026586,59.0,Somewhat Walkable,,,83.0,Very Bikeable
1790,1790,1790,1790,1790,1790,1790,H2M,45.55102226,-73.63502985,61.0,Somewhat Walkable,,,86.0,Very Bikeable
1791,1791,1791,1791,1791,1791,1791,H2M,45.54780015,-73.6527122,58.0,Somewhat Walkable,,,82.0,Very Bikeable
1792,1792,1792,1792,1792,1792,1792,H2M,45.55457071,-73.62522734,47.0,Car-Dependent,,,73.0,Very Bikeable
1793,1793,1793,1793,1793,1793,1793,H2M,45.5507345,-73.63609262,59.0,Somewhat Walkable,,,85.0,Very Bikeable
1794,1794,1794,1794,1794,1794,1794,H2M,45.55656138,-73.63898455,69.0,Somewhat Walkable,,,92.0,Biker's Paradise
1795,1795,1795,1795,1795,1795,1795,H2M,45.56049758,-73.64422695,39.0,Car-Dependent,,,93.0,Biker's Paradise
1796,1796,1796,1796,1796,1796,1796,H2M,45.5578536,-73.64932194,56.0,Somewhat Walkable,,,95.0,Biker's Paradise
1797,1797,1797,1797,1797,1797,1797,H2M,45.560935,-73.64115365,47.0,Car-Dependent,,,94.0,Biker's Paradise
1798,1798,1798,1798,1798,1798,1798,H2N,45.54076393,-73.64655379,76.0,Very Walkable,,,73.0,Very Bikeable
1799,1799,1799,1799,1799,1799,1799,H2N,45.53868422,-73.65328246,72.0,Very Walkable,,,60.0,Bikeable
1800,1800,1800,1800,1800,1800,1800,H2N,45.54118446,-73.64894362,75.0,Very Walkable,,,71.0,Very Bikeable
1801,1801,1801,1801,1801,1801,1801,H2N,45.540352,-73.65808761,64.0,Somewhat Walkable,,,61.0,Bikeable
1802,1802,1802,1802,1802,1802,1802,H2N,45.5386508,-73.65453259,73.0,Very Walkable,,,60.0,Bikeable
1803,1803,1803,1803,1803,1803,1803,H2N,45.53798955,-73.65667157,69.0,Somewhat Walkable,,,59.0,Bikeable
1804,1804,1804,1804,1804,1804,1804,H2N,45.54101148,-73.64456077,80.0,Very Walkable,,,78.0,Very Bikeable
1805,1805,1805,1805,1805,1805,1805,H2N,45.54239717,-73.65648259999999,65.0,Somewhat Walkable,,,66.0,Bikeable
1806,1806,1806,1806,1806,1806,1806,H2N,45.54358065,-73.65399251,53.0,Somewhat Walkable,,,68.0,Bikeable
1807,1807,1807,1807,1807,1807,1807,H2N,45.54361791,-73.64907537,76.0,Very Walkable,,,76.0,Very Bikeable
1808,1808,1808,1808,1808,1808,1808,H2N,45.53816403,-73.65639219,69.0,Somewhat Walkable,,,59.0,Bikeable
1809,1809,1809,1809,1809,1809,1809,H2P,45.54060815,-73.63422168,78.0,Very Walkable,,,88.0,Very Bikeable
1810,1810,1810,1810,1810,1810,1810,H2P,45.54294011,-73.63922689,81.0,Very Walkable,,,88.0,Very Bikeable
1811,1811,1811,1811,1811,1811,1811,H2P,45.53516341,-73.63648397,72.0,Very Walkable,,,77.0,Very Bikeable
1812,1812,1812,1812,1812,1812,1812,H2P,45.54569662,-73.63008249,83.0,Very Walkable,,,97.0,Biker's Paradise
1813,1813,1813,1813,1813,1813,1813,H2P,45.53935155,-73.63708545,78.0,Very Walkable,,,88.0,Very Bikeable
1814,1814,1814,1814,1814,1814,1814,H2P,45.53500602,-73.64249379,62.0,Somewhat Walkable,,,70.0,Very Bikeable
1815,1815,1815,1815,1815,1815,1815,H2P,45.53399198,-73.63613711,74.0,Very Walkable,,,79.0,Very Bikeable
1816,1816,1816,1816,1816,1816,1816,H2P,45.55105299,-73.62701267,71.0,Very Walkable,,,88.0,Very Bikeable
1817,1817,1817,1817,1817,1817,1817,H2P,45.53865596,-73.63325514,88.0,Very Walkable,,,84.0,Very Bikeable
1818,1818,1818,1818,1818,1818,1818,H2P,45.53654175,-73.63311583,60.0,Somewhat Walkable,,,80.0,Very Bikeable
1819,1819,1819,1819,1819,1819,1819,H2P,45.54466661,-73.62928874,85.0,Very Walkable,,,99.0,Biker's Paradise
1820,1820,1820,1820,1820,1820,1820,H2P,45.54911249,-73.6308162,77.0,Very Walkable,,,91.0,Biker's Paradise
1821,1821,1821,1821,1821,1821,1821,H2P,45.53896128,-73.6427484,75.0,Very Walkable,,,72.0,Very Bikeable
1822,1822,1822,1822,1822,1822,1822,H2P,45.55007104,-73.62342699,77.0,Very Walkable,,,84.0,Very Bikeable
1823,1823,1823,1823,1823,1823,1823,H2P,45.54281545,-73.63548124,79.0,Very Walkable,,,89.0,Very Bikeable
1824,1824,1824,1824,1824,1824,1824,H2P,45.54633807,-73.63518326,78.0,Very Walkable,,,92.0,Biker's Paradise
1825,1825,1825,1825,1825,1825,1825,H2P,45.540082500000004,-73.63405821,78.0,Very Walkable,,,88.0,Very Bikeable
1826,1826,1826,1826,1826,1826,1826,H2R,45.53752114,-73.61993535,87.0,Very Walkable,,,98.0,Biker's Paradise
1827,1827,1827,1827,1827,1827,1827,H2R,45.54844683,-73.62366768,82.0,Very Walkable,,,88.0,Very Bikeable
1828,1828,1828,1828,1828,1828,1828,H2R,45.54194726,-73.62254447,85.0,Very Walkable,,,100.0,Biker's Paradise
1829,1829,1829,1829,1829,1829,1829,H2R,45.54927888,-73.62139882,80.0,Very Walkable,,,94.0,Biker's Paradise
1830,1830,1830,1830,1830,1830,1830,H2R,45.53375693,-73.63073458,62.0,Somewhat Walkable,,,79.0,Very Bikeable
1831,1831,1831,1831,1831,1831,1831,H2R,45.5420497,-73.62209829,85.0,Very Walkable,,,75.0,Very Bikeable
1832,1832,1832,1832,1832,1832,1832,H2R,45.53202105,-73.62493096,83.0,Very Walkable,,,61.0,Bikeable
1833,1833,1833,1833,1833,1833,1833,H2R,45.53408833,-73.62101684,88.0,Very Walkable,,,92.0,Biker's Paradise
1834,1834,1834,1834,1834,1834,1834,H2R,45.53522827,-73.63078109,80.0,Very Walkable,,,79.0,Very Bikeable
1835,1835,1835,1835,1835,1835,1835,H2R,45.53809766,-73.6306812,77.0,Very Walkable,,,86.0,Very Bikeable
